component_id	namespace	accession	evidence_type	confidence	source	notes
COMP_17473_CATALYTIC	KO	K01495	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17473_CATALYTIC	KO	K09007	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	FolE2-type GTP cyclohydrolase IB, the non-homologous replacement used where FolE is absent.
COMP_17473_CATALYTIC	KO	K22391	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_25302_CATALYTIC	KO	K08310	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	Nudix hydrolase assigned to this step mainly in Proteobacteria; the reaction is universal but the orthology is not, which is why the step is curated as not required.
COMP_25302_CATALYTIC	KO	K19965	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10540_CATALYTIC	KO	K01633	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10540_CATALYTIC	KO	K13939	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	FolBKP-type fusion.
COMP_10540_CATALYTIC	KO	K13940	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	FolBK-type fusion.
COMP_11412_CATALYTIC	KO	K00950	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_11412_CATALYTIC	KO	K13939	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_11412_CATALYTIC	KO	K13940	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_11412_CATALYTIC	KO	K13941	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	FolKP-type fusion.
COMP_19949_CATALYTIC	KO	K00796	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_19949_CATALYTIC	KO	K13939	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_19949_CATALYTIC	KO	K13941	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23584_CATALYTIC	KO	K11754	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23584_CATALYTIC	KO	K20457	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15009_CATALYTIC	KO	K00287	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15009_CATALYTIC	KO	K13998	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	FolM-type alternative dihydrofolate reductase.
COMP_24840_CATALYTIC	KO	K03147	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_19893_CATALYTIC	KO	K00941	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_19893_CATALYTIC	KO	K14153	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	ThiDE fusion.
COMP_19893_CATALYTIC	KO	K21219	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	ThiDN fusion.
COMP_26361_CATALYTIC	KO	K03150	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26297_CATALYTIC	KO	K03149	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	ThiG is the required catalytic subunit. The ThiS/ThiF sulfur-transfer pair is deliberately not required: ThiF is homologous to MoeB and ThiI also serves tRNA thiolation, so those markers add no thiamine specificity while removing two thirds of genuine thiazole synthesis.
COMP_33343_CATALYTIC	KO	K03153	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_22328_CATALYTIC	KO	K00788	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_22328_CATALYTIC	KO	K14153	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_22328_CATALYTIC	KO	K21219	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23096_CATALYTIC	KO	K00941	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23096_CATALYTIC	KO	K14153	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23096_CATALYTIC	KO	K21219	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_24212_CATALYTIC	KO	K00878	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_11824_CATALYTIC	KO	K00606	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16233_CATALYTIC	KO	K00077	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16233_ILVC	KO	K00053	orthology	high-confidence	KEGG orthology and Rhea release 141, verified 2026-08-18	IlvC carries out the ketopantoate reduction in genomes lacking PanE. Accepted for this reaction, not as evidence of pantothenate synthesis on its own: the route's other three reactions supply the specificity.
COMP_19497_CATALYTIC	KO	K01579	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10912_CATALYTIC	KO	K01918	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10912_CATALYTIC	KO	K13799	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	PanCB fusion.
COMP_31507_PDXS	KO	K06215	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_31507_PDXT	KO	K08681	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12056_CATALYTIC	KO	K03472	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_18829_CATALYTIC	KO	K03473	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16573_CATALYTIC	KO	K00831	orthology	high-confidence	KEGG orthology and Rhea release 141, verified 2026-08-18	The same protein that transaminates 3-phosphohydroxypyruvate in serine biosynthesis; it is bifunctional, and the marker is accepted here for this reaction rather than as evidence of pyridoxal phosphate synthesis on its own.
COMP_32275_CATALYTIC	KO	K00097	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15265_CATALYTIC	KO	K03474	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15149_CATALYTIC	KO	K00275	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_20712_CATALYTIC	KO	K00652	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Accepts either the CoA or the acyl-carrier-protein thioester of pimelate; the marker does not distinguish them.
COMP_16861_CATALYTIC	KO	K00833	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16861_CATALYTIC	KO	K19562	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	BIO3-BIO1 fusion carrying both the transaminase and the dethiobiotin synthetase activity.
COMP_15805_CATALYTIC	KO	K01935	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15805_CATALYTIC	KO	K19562	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_22060_CATALYTIC	KO	K01012	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26329_CATALYTIC	KO	K19563	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The lysine-dependent transaminase used by Bacillus and many Firmicutes in place of the SAM-dependent enzyme.
COMP_25876_CATALYTIC	KO	K00278	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	NadB also transfers electrons to fumarate anaerobically; only the oxygen-dependent reaction is curated, which is why this route is declared aerobic.
COMP_25888_CATALYTIC	KO	K03517	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_42440_CATALYTIC	KO	K06989	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	KEGG assigns this orthology group to EC 1.4.1.21, whose Rhea equation ends at oxaloacetate; the reaction curated here is the iminosuccinate-forming EC 1.4.1.29 chemistry that feeds quinolinate synthase.
COMP_12733_CATALYTIC	KO	K00767	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_22860_CATALYTIC	KO	K00969	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_22860_CATALYTIC	KO	K06210	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21188_CATALYTIC	KO	K01916	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_24384_CATALYTIC	KO	K01950	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_36163_CATALYTIC	KO	K00763	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_32459_CATALYTIC	KO	K02303	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_32459_CATALYTIC	KO	K13542	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_32459_CYSG	KO	K02302	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	CysG serves siroheme biosynthesis in genomes that make no corrinoid at all; it is accepted for this shared reaction, and the corrin-specific steps downstream carry the claim.
COMP_15613_CATALYTIC	KO	K02304	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15613_CATALYTIC	KO	K24866	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15613_CYSG2	KO	K02302	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15893_CATALYTIC	KO	K02190	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CbiK, the class II chelatase of Salmonella-type systems.
COMP_15893_CATALYTIC	KO	K03795	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CbiX.
COMP_15893_CATALYTIC	KO	K22011	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CfbA.
COMP_17997_CATALYTIC	KO	K03394	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_36155_CATALYTIC	KO	K05934	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_36155_CATALYTIC	KO	K13541	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CbiGH fusion.
COMP_36155_CATALYTIC	KO	K21479	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CbiH60.
COMP_26277_CATALYTIC	KO	K05936	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26281_CATALYTIC	KO	K02189	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26281_CATALYTIC	KO	K13541	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26285_CATALYTIC	KO	K02188	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15625_CATALYTIC	KO	K05895	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_36067_CATALYTIC	KO	K02191	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_36067_CATALYTIC	KO	K00595	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CbiET fusion.
COMP_34591_CATALYTIC	KO	K03399	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_34591_CATALYTIC	KO	K00595	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16209_CATALYTIC	KO	K06042	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26289_CATALYTIC	KO	K02224	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16841_CATALYTIC	KO	K03394	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16841_CATALYTIC	KO	K13540	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CobIJ fusion.
COMP_17293_CATALYTIC	KO	K02229	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The oxygen-dependent ring hydroxylase that defines the aerobic route.
COMP_12761_CATALYTIC	KO	K05934	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12761_CATALYTIC	KO	K13540	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12761_CATALYTIC	KO	K13541	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_22012_CATALYTIC	KO	K05936	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_18261_CATALYTIC	KO	K02228	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23408_CATALYTIC	KO	K05895	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17477_CATALYTIC	KO	K00595	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_22512_CATALYTIC	KO	K06042	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12544_CATALYTIC	KO	K02224	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15341_COBN	KO	K02230	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15341_COBS_SUB	KO	K09882	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_15341_COBT_SUB	KO	K09883	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_11528_CATALYTIC	KO	K00798	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_11528_CATALYTIC	KO	K19221	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23256_CATALYTIC	KO	K02232	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21896_CATALYTIC	KO	K02227	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CbiB/CobD.
COMP_21896_CATALYTIC	KO	K02225	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CobC-type.
COMP_22712_CATALYTIC	KO	K02231	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Bifunctional kinase and guanylyltransferase; the kinase half is what lets a salvager enter this route from imported cobinamide.
COMP_22712_CATALYTIC	KO	K19712	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	CobY, the archaeal non-homologous replacement.
COMP_11196_CATALYTIC	KO	K00768	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_24456_CATALYTIC	KO	K02226	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_24456_CATALYTIC	KO	K22316	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16049_CATALYTIC	KO	K02233	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_27345_CATALYTIC	KO	K04719	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The oxygen-dependent route to the lower ligand. Its absence does not prove the genome cannot make DMB: the anaerobic bza pathway has no orthology group and is not curated.
COMP_18985_CATALYTIC	KO	K02552	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_18985_ENTC	KO	K02361	orthology	high-confidence	KEGG orthology and Rhea release 141, verified 2026-08-18	EntC catalyses the same reaction for enterobactin synthesis and is the only isochorismate synthase annotated in many Bacteroidetes; accepted for the reaction, with the route's remaining steps carrying the menaquinone claim.
COMP_25593_CATALYTIC	KO	K02551	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_25597_CATALYTIC	KO	K08680	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	Annotated mainly in Proteobacteria and Actinobacteria; the elimination it catalyses also proceeds without a dedicated enzyme, so the step is curated as not required.
COMP_10196_CATALYTIC	KO	K02549	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17009_CATALYTIC	KO	K01911	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26562_CATALYTIC	KO	K01661	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26309_CATALYTIC	KO	K19222	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	A hotdog-fold thioesterase with several non-homologous replacements and no orthology group covering them; the step is curated as not required.
COMP_26478_CATALYTIC	KO	K02548	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_42640_CATALYTIC	KO	K03183	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Also methylates the ubiquinone precursor in genomes that make both quinones.
COMP_40051_CATALYTIC	KO	K11782	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_33075_CATALYTIC	KO	K18285	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_40075_CATALYTIC	KO	K18286	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_40075_CATALYTIC	KO	K20810	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_25904_CATALYTIC	KO	K11783	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_33083_CATALYTIC	KO	K11784	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_33087_CATALYTIC	KO	K11785	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16845_CS_SI	KO	K01647	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16845_CS_RE	KO	K05942	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_16845_CS_METHYLCITRATE_GROUP	KO	K01659	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	The group cannot distinguish citrate synthase from 2-methylcitrate synthase. Accepting it keeps Bacteroides and Staphylococcus positive and adds 1292 genomes whose only member may be a 2-methylcitrate synthase. Reconsider when a 2-methylcitrate cycle GIFT is curated.
COMP_10336_CATALYTIC	KO	K01681	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10336_CATALYTIC	KO	K01682	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10336_CATALYTIC	KO	K27802	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Split out of K01681 by KEGG. Without it Bacillus subtilis and Mycobacterium tuberculosis are wrongly aconitase-negative.
COMP_19629_CATALYTIC	KO	K00031	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23632_CATALYTIC	KO	K00030	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_27786_E1	KO	K00164	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_27786_E2	KO	K00658	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_27786_E3	KO	K00382	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Shared with the pyruvate dehydrogenase complex; specificity comes from the jointly required E1 and E2.
COMP_17297_ALPHA	KO	K00174	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17297_BETA	KO	K00175	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17661_ALPHA	KO	K01902	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17661_BETA	KO	K01903	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17661_LSC_ALPHA	KO	K01899	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17661_LSC_BETA	KO	K01900	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_10524_CATALYTIC	KO	K01616	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_13217_CATALYTIC	KO	K00139	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_13217_CATALYTIC	KO	K17761	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_13217_CATALYTIC	KO	K08324	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Carries both the NAD- and the NADP-dependent EC numbers and is therefore accepted for both reactions.
COMP_13213_CATALYTIC	KO	K00135	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_13213_CATALYTIC	KO	K08324	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_40523_FLAVOPROTEIN	KO	K00239	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	KEGG names the group sdhA, frdA. It evidences the couple and not its direction, which is why the GIFT is an interconversion.
COMP_40523_IRON_SULFUR	KO	K00240	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_40523_SDHA	KO	K00234	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_40523_SDHB	KO	K00235	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_40523_FRDA	KO	K00244	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_40523_FRDB	KO	K00245	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12460_FUMC	KO	K01679	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12460_FUMA	KO	K01676	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12460_FUMA_ALPHA	KO	K01677	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_12460_FUMB_BETA	KO	K01678	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21432_CATALYTIC	KO	K00024	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21432_CATALYTIC	KO	K00025	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21432_CATALYTIC	KO	K00026	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_46012_CATALYTIC	KO	K00116	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_14717_CLASSI	KO	K01626	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_14717_CLASSII	KO	K03856	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The class II family; 1857 bacteria and 96 archaea, and the only DAHP synthase of most Actinomycetota.
COMP_14717_DAHPCM	KO	K13853	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21968_CATALYTIC	KO	K01735	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21968_AROKB	KO	K13829	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Fusion carrying both this reaction and the shikimate kinase step.
COMP_21096_TYPEI	KO	K03785	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21096_TYPEII	KO	K03786	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The commoner of the two in bacteria, 7454 against 1666; the two are non-homologous and neither is derivable from the other.
COMP_21096_ARODE	KO	K13832	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Fusion carrying both this reaction and the shikimate dehydrogenase step.
COMP_17737_AROE	KO	K00014	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17737_AROE	TIGRFAM	TIGR00507	sequence_family	high-confidence	InterPro/NCBIfam, retrieved 2026-08-18	Added because K00014 has a taxonomic coverage hole rather than a specificity problem: Mycobacterium tuberculosis Rv2552c and Synechocystis slr1559 are annotated shikimate 5-dehydrogenase in RefSeq and carry no KO at all. A genome annotated against NCBIfam can satisfy the step that KEGG cannot see.
COMP_17737_ARODE	KO	K13832	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17737_YDIB	KO	K05887	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	YdiB is a quinate/shikimate dehydrogenase, and Rhea records EC 1.1.1.282 against this master alongside EC 1.1.1.25, so the chemistry is right; whether YdiB carries the pathway flux in a genome that also has AroE is not something a marker can say. Adding it moves the route by 180 bacteria. K25901 qsuD is refused: EC 1.1.1.24 is the NAD(+) reaction RHEA:17741, a different master.
COMP_13121_CATALYTIC	KO	K00891	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	KEGG assigns both the P-loop AroK/AroL kinases and the archaeal GHMP-family shikimate kinase, such as Methanocaldococcus jannaschii MJ_1440, to this KO, so the non-homologous replacement is real but not separable at KO level and is not curated as two systems.
COMP_13121_AROKB	KO	K13829	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Fusion carrying both this reaction and the dehydroquinate synthase step.
COMP_21256_CATALYTIC	KO	K00800	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21256_FUSION	KO	K24018	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21020_CATALYTIC	KO	K01736	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The best-annotated step of the pathway, 9149 bacteria and 397 archaea.
COMP_18985_PCHA	KO	K01851	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	KEGG names it the salicylate biosynthesis isochorismate synthase, but the reaction is the same isomerisation MenF and EntC catalyse. It is curated as a system of the reaction, not of one route, so it also satisfies the menaquinone route: that adds 7 genomes to menaquinone_biosynthesis.
COMP_18985_MBTI	KO	K04781	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	MbtI, Irp9 and YbtS convert chorismate to salicylate through an enzyme-bound isochorismate and release free isochorismate slowly; KEGG assigns them both EC 5.4.4.2 and EC 4.2.99.21, and gifter accordingly curates them as a system of each reaction rather than as a route of their own.
COMP_27874_CATALYTIC	KO	K04782	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The one salicylate-specific step of the route, and the marker the claim rests on. 1017 bacteria carry it, but 706 of those carry no isochorismate synthase of any kind and so cannot complete the route. PchB shares the AroQ fold with chorismate mutase and has residual mutase activity; 90.3 percent of its carriers also carry a separate chorismate mutase KO, against an 84.6 percent baseline, so it is not systematically standing in for the mutase.
COMP_27874_MBTI	KO	K04781	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The same protein as the isochorismate synthase system of the preceding step; a genome carrying it alone completes the route.
COMP_16165_CATALYTIC	KO	K00466	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	Tryptophan 2-monooxygenase, the committed and diagnostic step: 92 bacteria, almost all plant-associated Proteobacteria, and indole-3-acetamide has no bacterial fate other than hydrolysis to the auxin. This marker, not the hydrolase, carries the IAA claim.
COMP_34371_CATALYTIC	KO	K21801	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	The dedicated iaaH orthology group, 362 bacteria. With K00466 it completes the route in 49 bacteria.
COMP_34371_AMIDASE	KO	K01426	orthology	ambiguous	KEGG orthology and Rhea release 141, verified 2026-08-18	The broad amidase signature family, 4948 bacteria, and far too wide to license an auxin claim on its own. It is accepted only as a system of this reaction, which no other GIFT uses, and only because the preceding monooxygenase already restricts the route to 92 genomes. Accepting it moves the route from 49 to 86 bacteria; refusing it would call 37 genomes that carry IaaM and an amidase negative on an annotation boundary.
COMP_21368_URICASE	KO	K00365	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_21368_URICASE	KO	K16838	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_27329_HPXO	KO	K16839	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23736_HIUH	KO	K07127	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23736_HIUH	KO	K16838	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_23736_HIUH	KO	K13484	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26301_OHCUDC	KO	K16838	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_26301_OHCUDC	KO	K13484	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
COMP_17029_ALLB	KO	K01466	orthology	curated	KEGG orthology and Rhea release 141, verified 2026-08-18	
